Order No,Order Date,Customer Name,Address,City,State,Customer Type,Account Manager,Order Priority,Product Name,Product Category,Product Container,Ship Mode,Ship Date,Cost Price,Retail Price,Profit Margin,Order Quantity,Sub Total,Discount %,Discount $,Order Total,Shipping Cost,Total,Cumulative Revenue
6295-1,2016-09-23,Christine Phan,"10 O'Connell St, Sydney",Sydney,NSW,Corporate,Aanya Zhang,Not Specified,Smiths General Use 3-Ring Binders,Office Supplies,Small Box,Express Air,2016-09-26,1.18,1.88,0.7,35.0,87.1,3.0,7.14,70.92,1.49,80.6,497435.3200000025
6141-1,2016-09-23,Christine Phan,"61 York St, Sydney",Sydney,NSW,Consumer,Leighton Forrest,Critical,Artisan Binder Labels,Office Supplies,Small Box,Regular Air,2016-09-26,2.45,3.89,1.44,34.0,102.59,3.0,6.55,101.24,7.01,109.27,497544.5900000025
6429-1,2016-09-25,Valerie Dominguez,"152 Bunnerong Road, Eastgardens",Sydney,NSW,Corporate,Tina Carlton,Low,Artisan 48 Labels,Office Supplies,Wrap Bag,Regular Air,2016-09-26,3.84,6.3,2.46,27.0,283.72,6.0,18.87,261.97,0.5,268.76,497813.35000000254
6153-1,2016-09-25,Eudokian,"412 Brunswick St, Fitzroy",Melbourne,VIC,Consumer,Connor Betts,High,Tmeady Box Cutter Scissors,Office Supplies,Wrap Bag,Regular Air,2016-09-27,4.19,10.23,6.04,42.0,437.2,10.0,37.27,320.63,4.68,306.13,498119.48000000254
6555-1,2016-09-25,Valerie Dominguez,"152 Bunnerong Road, Eastgardens",Sydney,NSW,Corporate,Tina Carlton,Critical,Artisan 479 Labels,Office Supplies,Small Pack,Regular Air,2016-09-26,1.59,2.61,1.02,49.0,194.57,2.0,15.55,178.65,0.5,187.22,498306.7000000025
6509-1,2016-09-25,Christopher Martinez,"188 Pitt Street, Sydney",Sydney,NSW,Small Business,Tina Carlton,Medium,"Alto Parchment Paper, Assorted Colors",Office Supplies,Small Box,Regular Air,2016-09-26,4.59,7.28,2.69,13.0,631.36,4.0,38.73,620.09,11.15,615.32,498922.0200000025
6542-1,2016-09-26,Christopher Martinez,"188 Pitt Street, Sydney",Sydney,NSW,Consumer,Tina Carlton,Medium,"Artisan Flip-Chart Easel Binder, Black",Technology,Small Box,Regular Air,2016-09-28,13.88,22.38,8.5,12.0,406.76,0.0,26.38,373.76,15.1,383.63,499305.6500000025
6295-1,2016-09-26,Christopher Martinez,"188 Pitt Street, Sydney",Sydney,NSW,Home Office,Tina Carlton,Low,Apex Straight Scissors,Office Supplies,Small Box,Express Air,2016-09-28,5.19,12.98,7.79,37.0,429.44,9.0,34.89,493.04,3.14,496.73,499802.3800000025
6143-1,2016-09-26,Mike Kennedy,"99 Lygon Street, East Brunswick",Melbourne,VIC,Small Business,Connor Betts,Medium,Beekin 6 Outlet Metallic Surge Strip,Office Supplies,Wrap Bag,Regular Air,2016-10-05,4.46,10.89,6.43,29.0,359.34,7.0,18.59,340.67,4.5,354.67,500157.0500000025
5507-1,2016-09-26,Mike Kennedy,"99 Lygon Street, East Brunswick",Melbourne,VIC,Consumer,Connor Betts,Low,1726 Digital Answering Machine,Technology,Small Box,Regular Air,2016-10-05,8.82,20.99,12.17,37.0,679.22,3.0,18.88,637.25,4.81,648.14,500805.1900000025
6215-1,2016-09-26,Mike Kennedy,"99 Lygon Street, East Brunswick",Melbourne,VIC,Corporate,Connor Betts,Not Specified,Office Shears by Apex,Office Supplies,Small Box,Regular Air,2016-10-05,0.94,2.08,1.14,30.0,80.84,8.0,2.83,71.53,2.56,86.78,500891.97000000253
6396-1,2016-09-26,Christopher Martinez,"178 Pitt Street, Sydney",Sydney,NSW,Home Office,Tina Carlton,Not Specified,Smiths File Caddy,Office Supplies,Wrap Bag,Regular Air,2016-09-28,4.03,9.38,5.35,23.0,431.48,6.0,38.83,392.65,7.28,399.93,501291.9000000025
6311-1,2016-09-26,Mike Kennedy,"99 Lygon Street, East Brunswick",Melbourne,VIC,Corporate,Connor Betts,Critical,Apex Design Stainless Steel Bent Scissors,Furniture,Large Box,Regular Air,2016-10-05,2.87,6.84,3.97,44.0,206.82,8.0,14.47,182.77,4.42,196.97,501488.8700000025
6562-1,2016-09-26,Christopher Martinez,"188 Pitt Street, Sydney",Sydney,NSW,Corporate,Tina Carlton,High,EcoTones Memo Sheets,Office Supplies,Small Box,Regular Air,2016-09-28,2.52,4.0,1.48,25.0,129.64,3.0,3.67,116.76,1.3,117.67,501606.5400000025
6423-1,2016-09-26,Mike Kennedy,"99 Lygon Street, East Brunswick",Melbourne,VIC,Small Business,Connor Betts,Critical,Artisan 481 Labels,Office Supplies,Wrap Bag,Express Air,2016-10-05,1.94,3.08,1.14,38.0,41.92,7.0,2.93,48.94,0.99,46.24,501652.7800000025
6451-1,2016-09-26,Christopher Martinez,"188 Pitt Street, Sydney",Sydney,NSW,Small Business,Tina Carlton,Not Specified,Artisan 487 Labels,Office Supplies,Small Box,Regular Air,2016-09-28,2.29,3.69,1.4,30.0,78.8,3.0,5.18,67.34,0.5,70.31,501723.09000000247
6494-1,2016-09-26,Christopher Martinez,"188 Pitt Street, Sydney",Sydney,NSW,Corporate,Tina Carlton,Low,"Alto Parchment Paper, Assorted Colors",Office Supplies,Wrap Bag,Regular Air,2016-09-27,4.59,7.28,2.69,38.0,559.48,2.0,35.33,511.39,11.15,532.69,502255.7800000025
6443-1,2016-09-26,Mike Kennedy,"99 Lygon Street, East Brunswick",Melbourne,VIC,Home Office,Connor Betts,Not Specified,Binder Clips by OIC,Office Supplies,Small Pack,Regular Air,2016-10-05,0.93,1.48,0.55,36.0,40.84,10.0,3.43,48.45,0.7,45.03,502300.8100000025
5305-1,2016-09-28,Troy Staebel,"85-113 Dunning Ave, Roseberry",Sydney,NSW,Home Office,Mihael Khan,Medium,Xit Blank Computer Paper,Office Supplies,Small Pack,Regular Air,2016-09-30,12.39,19.98,7.59,22.0,939.06,7.0,27.86,901.5,5.77,907.27,503208.0800000025
6240-1,2016-09-28,Troy Staebel,"1-2/299 Sussex St, Sydney",Sydney,NSW,Corporate,Aanya Zhang,Not Specified,Artisan 48 Labels,Technology,Small Box,Express Air,2016-09-30,3.84,6.3,2.46,1.0,329.6,4.0,27.88,219.51,0.5,230.9,503438.98000000254
6402-1,2016-09-30,Laura Armstrong,"240-242 Johnston Street, Fitzroy",Melbourne,VIC,Small Business,Connor Betts,High,Pizazz Colored Pencils,Office Supplies,Small Pack,Regular Air,2016-10-02,1.76,2.94,1.18,9.0,63.83,3.0,0.64,63.19,0.81,63.69,503502.67000000254
6428-1,2016-09-30,Laura Armstrong,"240-242 Johnston Street, Fitzroy",Melbourne,VIC,Consumer,Connor Betts,Medium,Wirebound Voice Message Log Book,Office Supplies,Small Pack,Regular Air,2016-10-02,2.9,4.76,1.86,22.0,65.13,3.0,0.65,64.97,0.88,63.46,503566.13000000257
6391-1,2016-09-30,Laura Armstrong,"240-242 Johnston Street, Fitzroy",Melbourne,VIC,Consumer,Connor Betts,High,Artisan Round Ring Poly Binders,Office Supplies,Small Box,Regular Air,2016-10-02,1.82,2.84,1.02,42.0,50.84,0.0,3.04,51.68,5.44,57.27,503623.4000000026
6425-1,2016-09-30,Laura Armstrong,"240-242 Johnston Street, Fitzroy",Melbourne,VIC,Corporate,Connor Betts,Low,Apex Straight Scissors,Office Supplies,Small Box,Regular Air,2016-10-02,5.19,12.98,7.79,42.0,364.0,1.0,3.63,360.36,3.14,371.53,503994.9300000026
6418-2,2016-09-30,Laura Armstrong,"240-242 Johnston Street, Fitzroy",Melbourne,VIC,Small Business,Connor Betts,Not Specified,TechSavi Cordless Access Keyboard,Office Supplies,Small Box,Regular Air,2016-10-02,14.7,29.99,15.29,8.0,434.48,7.0,38.53,405.06,5.5,400.04,504394.9700000026
6387-1,2016-10-01,Tracyy Zic,"24 Addison Rd, Marrickville",Sydney,NSW,Small Business,Radhya Staples,Low,Artisan 487 Labels,Office Supplies,Wrap Bag,Express Air,2016-10-04,2.29,3.69,1.4,48.0,63.93,5.0,0.62,63.6,0.5,64.63,504459.6000000026
6426-1,2016-10-01,David Flashing,"Westfield 1 Anderson St, Chatswood",Sydney,NSW,Small Business,Nicholas Fernandes,Not Specified,Steady Colorific Eraseable Coloringders,Office Supplies,Wrap Bag,Regular Air,2016-10-02,3.65,5.98,2.33,15.0,132.48,0.0,6.62,125.86,1.49,126.87,504586.4700000026
6429-1,2016-10-01,David Flashing,"Westfield 1 Anderson St, Chatswood",Sydney,NSW,Corporate,Nicholas Fernandes,Low,Bagged Rubber Bands,Office Supplies,Wrap Bag,Regular Air,2016-10-02,0.24,1.26,1.02,38.0,132.48,2.0,6.62,125.86,0.7,126.77,504713.2400000026
6327-1,2016-10-11,Lie Pelle Rcce,"180 High Street, Windsor",Melbourne,VIC,Corporate,Connor Betts,Not Specified,Pizazz Drawing Pencil Set,Office Supplies,Wrap Bag,Regular Air,2016-10-12,1.53,2.78,1.25,40.0,114.31,3.0,7.72,104.09,1.34,101.48,504814.7200000026
6430-1,2016-10-11,Tony Sayre,"499-501 Lygon Street, Carlton North",Melbourne,VIC,Home Office,Yvette Biti,Low,Smiths Bulldog Clip,Office Supplies,Small Box,Regular Air,2016-10-15,2.31,3.78,1.47,4.0,83.16,8.0,8.32,74.84,0.71,75.55,504890.2700000026
6499-1,2016-10-14,Cynthia Arntzen,"Hoyts Entertainment Quarter 122 Lang Road, Moore Park",Sydney,NSW,Corporate,Tina Carlton,Not Specified,Steady Major Accent Highlighters,Office Supplies,Small Box,Regular Air,2016-10-17,3.75,7.08,3.33,18.0,205.32,6.0,14.37,190.95,2.35,193.3,505083.57000000257
6449-1,2016-10-14,Cynthia Arntzen,"Hoyts Entertainment Quarter 122 Lang Road, Moore Park",Sydney,NSW,Consumer,Tina Carlton,Low,Beekin 6 Outlet Metallic Surge Strip,Technology,Small Box,Regular Air,2016-10-17,4.46,10.89,6.43,17.0,293.72,9.0,24.73,264.35,4.5,258.76,505342.3300000026
6446-1,2016-10-20,Edward Nazzal,"485 Crown St, Surry Hills",Sydney,NSW,Corporate,Leighton Forrest,Critical,Self-Adhesive Removable Labels,Office Supplies,Small Pack,Regular Air,2016-10-20,1.98,3.15,1.17,49.0,121.72,2.0,8.52,113.2,0.49,116.67,505459.00000000256
6443-1,2016-10-20,Edward Nazzal,"485 Crown St, Surry Hills",Sydney,NSW,Home Office,Leighton Forrest,High,Artisan Poly Binder Pockets,Furniture,Large Box,Regular Air,2016-10-20,2.26,3.58,1.32,41.0,121.72,4.0,8.62,113.2,5.47,118.67,505577.67000000254
6228-1,2016-10-20,Edward Nazzal,"485 Crown St, Surry Hills",Sydney,NSW,Corporate,Leighton Forrest,Medium,Smiths Metal Binder Clips,Office Supplies,Small Box,Regular Air,2016-10-20,1.6,2.62,1.02,50.0,122.1,10.0,8.52,114.48,0.8,127.78,505705.4500000026
6443-1,2016-10-20,Edward Nazzal,"2a/285A Crown St, Surry Hills",Sydney,NSW,Small Business,Phoebe Gour,Not Specified,Artisan Poly Binder Pockets,Office Supplies,Small Box,Express Air,2016-10-20,2.26,3.58,1.32,20.0,121.72,5.0,8.52,113.2,5.47,118.67,505824.12000000256
6481-1,2016-10-21,Patrick Jones,"221 Barkly St, St Kilda",Melbourne,VIC,Corporate,Yvette Biti,Critical,Smiths File Caddy,Office Supplies,Small Box,Regular Air,2016-10-23,4.03,9.38,5.35,8.0,204.74,8.0,8.04,216.3,7.28,234.09,506058.2100000026
6311-1,2016-10-21,Patrick Jones,"221 Barkly St, St Kilda",Melbourne,VIC,Small Business,Yvette Biti,Critical,Apex Office Executive Series Stainless Steel Trimmers,Office Supplies,Small Box,Regular Air,2016-10-23,3.51,8.57,5.06,42.0,204.84,7.0,8.04,193.34,6.14,199.4,506257.6100000026
6538-1,2016-10-21,Patrick Jones,"221 Barkly St, St Kilda",Melbourne,VIC,Corporate,Yvette Biti,Not Specified,Artisan Binder Labels,Office Supplies,Small Box,Regular Air,2016-10-23,2.45,3.89,1.44,14.0,11.67,4.0,0.0,11.67,7.01,18.68,506276.2900000026
6443-1,2016-10-21,Patrick Jones,"222 Barkly St, St Kilda",Melbourne,VIC,Corporate,Yvette Biti,Not Specified,Artisan 487 Labels,Office Supplies,Small Box,Express Air,2016-10-23,2.29,3.69,1.4,2.0,121.72,7.0,8.52,113.26,0.5,118.77,506395.0600000026
6519-1,2016-10-21,Marc Crier,"Westfield Sydney, Sydney",Sydney,NSW,Home Office,Natasha Song,Critical,Alto Memo Cubes,Technology,Small Box,Regular Air,2016-10-22,3.32,5.18,1.86,12.0,121.72,10.0,8.52,113.0,2.04,116.45,506511.5100000026
6297-2,2016-10-21,Patrick Jones,"221 Barkly St, St Kilda",Melbourne,VIC,Small Business,Yvette Biti,Low,Smiths Bulldog Clip,Office Supplies,Small Box,Regular Air,2016-10-23,2.31,3.78,1.47,20.0,106.84,8.0,0.0,105.84,0.71,106.57,506618.08000000264
6260-1,2016-10-22,Patrick Jones,"221 Barkly St, St Kilda",Melbourne,VIC,Consumer,Yvette Biti,Low,Security-Tint Envelopes,Office Supplies,Wrap Bag,Regular Air,2016-10-23,4.89,7.64,2.75,43.0,114.86,3.0,8.09,105.61,1.39,117.59,506735.67000000266
6455-1,2016-10-22,Todd Boyes,"Westfield Miranda, 600 Kingsway, Miranda",Sydney,NSW,Corporate,Preston Senome,Medium,Artisan 481 Labels,Technology,Small Box,Regular Air,2016-10-24,1.94,3.08,1.14,39.0,114.84,5.0,8.04,106.8,0.99,107.3,506842.97000000265
6445-1,2016-10-22,Todd Boyes,"Westfield Miranda, 600 Kingsway, Miranda",Sydney,NSW,Small Business,Preston Senome,Low,"OIC Colored Binder Clips, Assorted Sizes",Office Supplies,Small Box,Express Air,2016-10-24,2.29,3.58,1.29,23.0,114.84,7.0,8.04,106.8,1.63,107.3,506950.27000000264
6253-1,2016-10-22,Parrick Blostek,"Sydney Fish Market, Bank Styles, Sydney",Sydney,NSW,Corporate,Phoebe Gour,High,Alto 3-Hole Punch,Technology,Small Box,Regular Air,2016-10-23,2.76,4.38,1.62,20.0,134.64,4.0,8.68,136.86,6.21,131.46,507081.73000000266
6445-1,2016-10-22,Cicole Hansen,"359 Crown Street, Surry Hills",Sydney,NSW,Consumer,Phoebe Gour,Medium,Artisan 479 Labels,Office Supplies,Small Box,Regular Air,2016-10-23,1.59,2.61,1.02,20.0,114.84,10.0,8.04,106.8,0.5,107.3,507189.03000000265
6445-1,2016-10-22,Todd Boyes,"Westfield Miranda, 600 Kingsway, Miranda",Sydney,NSW,Home Office,Preston Senome,Low,Artisan 479 Labels,Office Supplies,Wrap Bag,Regular Air,2016-10-23,1.59,2.61,1.02,31.0,114.84,7.0,8.04,106.8,0.5,107.3,507296.33000000264
6344-1,2016-10-23,Sean ODonnell,"541 Church St , Richmond",Melbourne,VIC,Home Office,Yvette Biti,High,Beekin 105-Key Black Keyboard,Technology,Small Pack,Regular Air,2016-10-30,6.39,19.98,13.59,30.0,410.94,8.0,41.09,369.85,4.0,393.34,507689.67000000266
6046-1,2016-10-23,Todd Boyes,"Westfield Miranda, 600 Kingsway, Miranda",Sydney,NSW,Small Business,Preston Senome,Not Specified,Smiths General Use 3-Ring Binders,Technology,Small Box,Regular Air,2016-10-25,1.18,1.88,0.7,8.0,9.16,7.0,0.32,8.12,1.49,9.72,507699.39000000263
6451-1,2016-10-23,Patrick Bzostek,"188 Pitt Street, Sydney",Sydney,NSW,Corporate,Tina Carlton,Not Specified,"Artisan Hi-Liter Comfort Grip Fluorescent Highlighter, Yellow Ink",Office Supplies,Small Pack,Regular Air,2016-10-25,1.05,1.95,0.9,7.0,92.16,5.0,0.92,91.24,1.63,92.73,507792.1200000026
6451-1,2016-10-23,Tanja Norvell,"541 Church St, Richmond",Melbourne,VIC,Home Office,Yvette Biti,High,Artisan Durable Poly Binders,Office Supplies,Small Box,Regular Air,2016-10-27,3.37,5.53,2.16,18.0,92.16,4.0,0.92,91.24,6.98,92.73,507884.8500000026
6451-1,2016-10-23,Patrick Bzostek,"61 York St, Sydney",Sydney,NSW,Corporate,Leighton Forrest,Medium,Artisan Durable Poly Binders,Office Supplies,Small Box,Regular Air,2016-10-25,3.37,5.53,2.16,50.0,92.16,10.0,0.92,91.24,6.98,92.73,507977.5800000026
6325-1,2016-10-23,Lugen Donell,"1 John St, Waterloo",Sydney,NSW,Home Office,Charlie Bui,Medium,Office Shears by Apex,Office Supplies,Wrap Bag,Regular Air,2016-10-25,0.94,2.08,1.14,50.0,63.56,8.0,4.64,62.97,2.56,66.75,508044.3300000026
6451-1,2016-10-23,Samah Collister,"Sydney Fish Market, Bank Street, Sydney",Sydney,NSW,Small Business,Phoebe Gour,Critical,Artisan Durable Binders,Office Supplies,Small Box,Regular Air,2016-10-25,1.84,2.88,1.04,23.0,92.16,2.0,0.92,91.24,1.49,92.73,508137.06000000256
6451-1,2016-10-23,Patrick Bzostek,"1/50-58 Hunter St, Sydney",Sydney,NSW,Corporate,Preston Senome,Critical,Artisan Durable Binders,Office Supplies,Small Pack,Regular Air,2016-10-25,1.84,2.88,1.04,9.0,92.16,7.0,0.92,91.24,1.49,92.73,508229.79000000254
6560-1,2016-10-23,Jeremy Pistek,"85-113 Dunning Ave, Roseberry",Sydney,NSW,Corporate,Mihael Khan,Medium,Artisan Binder Labels,Office Supplies,Small Box,Regular Air,2016-10-25,2.45,3.89,1.44,42.0,13.66,6.0,0.0,13.36,7.01,14.56,508244.35000000254
6451-1,2016-10-23,Patrick Bzostek,"1/50-58 Hunter St, Sydney",Sydney,NSW,Corporate,Preston Senome,High,Artisan Durable Binders,Office Supplies,Small Box,Regular Air,2016-10-25,1.84,2.88,1.04,50.0,92.16,5.0,0.92,91.24,1.49,92.73,508337.0800000025
6394-1,2016-10-24,Amuman Howes,"180 High Street, Windsor",Melbourne,VIC,Small Business,Connor Betts,Low,"Angle-D Binders with Locking Rings, Label Holders",Technology,Small Box,Regular Air,2016-10-26,4.53,7.3,2.77,38.0,179.82,2.0,10.39,164.93,7.72,175.93,508513.0100000025
6455-1,2016-10-25,Caroline Jumper,"145 Ramsay St, Haberfield",Sydney,NSW,Consumer,Phoebe Gour,High,Sciths General Use 3-Ring Binders,Office Supplies,Wrap Bag,Regular Air,2016-10-27,1.18,1.88,0.7,43.0,69.3,3.0,3.47,65.84,1.49,66.54,508579.5500000025
6229-1,2016-10-25,Tanja Norvell,"541 Church St, Richmond",Melbourne,VIC,Corporate,Yvette Biti,High,Smiths Premium Bright 1-Part Blank Computer Paper,Office Supplies,Small Box,Regular Air,2016-10-27,7.61,12.28,4.67,47.0,150.04,0.0,2.61,140.67,6.35,142.38,508721.9300000025
6455-1,2016-10-25,Tanja Norvell,"541 Church St, Richmond",Melbourne,VIC,Corporate,Yvette Biti,Medium,"Steady EarthWrite Recycled Pencils, Medium Soft, #2",Office Supplies,Small Pack,Regular Air,2016-10-27,0.9,2.1,1.2,46.0,63.55,5.0,2.61,62.9,0.7,63.54,508785.4700000025
6438-1,2016-10-27,Patrick Jones,"222 Barkly St, St Kilda",Melbourne,VIC,Home Office,Yvette Biti,Medium,12 Colored Short Pencils,Office Supplies,Wrap Bag,Regular Air,2016-10-28,1.09,2.6,1.51,6.0,31.2,5.0,1.56,29.64,2.4,32.04,508817.51000000245
6503-1,2016-10-28,Logan Haushalter,"503 Dicklex St, St Kilda",Sydney,NSW,Corporate,Aanya Zhang,High,Assorted Color Push Pins,Office Supplies,Small Box,Regular Air,2016-10-30,0.87,1.81,0.94,43.0,31.28,8.0,1.55,30.63,0.75,31.38,508848.89000000246
6463-1,2016-10-28,Logan Haushalter,"221 Barkly St, St Kilda",Melbourne,VIC,Consumer,Yvette Biti,Critical,Smiths General Use 3-Ring Binders,Technology,Small Box,Regular Air,2016-10-30,1.18,1.88,0.7,2.0,75.6,2.0,1.51,74.09,1.49,74.48,508923.37000000244
6460-1,2016-10-28,Joni Sundaresam,"Tom Road & Weet, Melbourne",Sydney,NSW,Home Office,Phoebe Gour,Critical,Beekin 6 Outlet Metallic Surge Strip,Office Supplies,Small Pack,Regular Air,2016-11-06,4.46,10.89,6.43,43.0,326.7,5.0,26.14,300.56,4.5,305.06,509228.43000000244
6438-1,2016-10-28,Logan Haushalter,"221 Barkly St, St Kilda",Melbourne,VIC,Corporate,Yvette Biti,Medium,12 Colored Short Pencils,Technology,Medium Box,Regular Air,2016-10-30,1.09,2.6,1.51,25.0,31.2,5.0,1.56,29.64,2.4,32.04,509260.4700000024
6469-1,2016-10-31,George Zrebassa,"81 MacLeay St, Potts Point",Sydney,NSW,Consumer,Samantha Chairs,Medium,Binder Posts,Technology,Small Pack,Regular Air,2016-11-03,3.5,5.74,2.24,3.0,275.52,3.0,13.78,261.74,5.01,266.75,509527.2200000024
6419-1,2016-10-31,Rick Wilson,"3 Orwell St, Potts Point",Sydney,NSW,Consumer,Leighton Forrest,High,12 Colored Short Pencils,Technology,Small Box,Regular Air,2016-10-31,1.09,2.6,1.51,13.0,67.6,3.0,5.21,61.43,2.4,66.29,509593.5100000024
6419-1,2016-10-31,Roy Phan,"506 Swan Street, Richmond",Melbourne,VIC,Home Office,Connor Betts,High,Binder Posts,Office Supplies,Wrap Bag,Regular Air,2016-11-01,3.5,5.74,2.24,16.0,267.82,2.0,13.87,267.31,5.01,266.93,509860.4400000024
6443-1,2016-10-31,Rick Wilson,"438 Victoria Avenue, Chatswood",Sydney,NSW,Consumer,Natasha Song,Low,Artisan 487 Labels,Office Supplies,Small Box,Express Air,2016-10-31,2.29,3.69,1.4,8.0,121.72,9.0,8.22,113.2,0.5,118.67,509979.1100000024
6186-1,2016-10-31,Roy Phan,"506 Swan Street, Richmond",Melbourne,VIC,Small Business,Connor Betts,Not Specified,Artisan Round Ring Poly Binders,Office Supplies,Wrap Bag,Express Air,2016-11-01,1.82,2.84,1.02,49.0,23.76,8.0,1.66,22.1,5.44,26.87,510005.98000000237
6415-1,2016-10-31,George Zrebassa,"73 MacLeay St, Potts Point",Sydney,NSW,Home Office,Natasha Song,Critical,Beekin 105-Key Black Keyboard,Technology,Medium Box,Regular Air,2016-11-03,6.39,19.98,13.59,8.0,206.91,9.0,13.83,192.43,4.0,196.93,510202.91000000236
6330-1,2016-10-31,Rick Wilson,"73 MacLeay St, Potts Point",Sydney,NSW,Consumer,Natasha Song,Critical,Smiths General Use 3-Ring Binders,Technology,Small Pack,Regular Air,2016-10-31,1.18,1.88,0.7,16.0,65.1,3.0,5.21,59.89,1.49,60.59,510263.5000000024
6224-1,2016-10-31,George Zrebassa,"81 MacLeay St, Potts Point",Sydney,NSW,Home Office,Samantha Chairs,High,Apex Straight Scissors,Furniture,Large Box,Regular Air,2016-11-03,5.19,12.98,7.79,2.0,275.52,8.0,13.78,264.34,3.14,262.94,510526.4400000024
6485-1,2016-10-31,George Zrebassa,"81 MacLeay St, Potts Point",Sydney,NSW,Corporate,Samantha Chairs,High,Steady Major Accent Highlighters,Technology,Small Box,Regular Air,2016-11-03,3.75,7.08,3.33,36.0,205.91,0.0,13.38,193.93,2.35,193.34,510719.7800000024
6499-1,2016-10-31,Roy Phan,"506 Swan Street, Richmond",Melbourne,VIC,Corporate,Connor Betts,Not Specified,Steady Major Accent Highlighters,Furniture,Large Box,Regular Air,2016-11-01,3.75,7.08,3.33,17.0,205.32,0.0,14.37,190.95,2.35,193.3,510913.0800000024
6232-1,2016-10-31,George Zrebassa,"81 MacLeay St, Potts Point",Sydney,NSW,Small Business,Samantha Chairs,High,Apex Preferred Stainless Steel Scissors,Office Supplies,Small Box,Regular Air,2016-11-03,2.5,5.68,3.18,31.0,275.52,3.0,15.78,261.24,3.6,263.24,511176.3200000024
6238-1,2016-10-31,George Zrebassa,"3 Orwell St, Potts Point",Sydney,NSW,Corporate,Leighton Forrest,Critical,Steady Pocket Accent Highlighters,Technology,Jumbo Drum,Delivery Truck,2016-11-03,0.93,1.6,0.67,43.0,81.72,6.0,8.24,74.94,1.29,77.45,511253.7700000024
6459-1,2016-10-31,Roy Phan,"506 Swan Street, Richmond",Melbourne,VIC,Corporate,Connor Betts,High,Artisan 487 Labels,Office Supplies,Wrap Bag,Regular Air,2016-11-01,2.29,3.69,1.4,8.0,157.2,2.0,1.32,147.3,0.5,147.4,511401.1700000024
6499-1,2016-10-31,Roy Phan,"506 Swan Street, Richmond",Melbourne,VIC,Home Office,Connor Betts,High,Steady Major Accent Highlighters,Office Supplies,Small Box,Regular Air,2016-11-01,3.75,7.08,3.33,30.0,205.32,9.0,14.47,190.95,2.35,193.3,511594.4700000024
6469-1,2016-10-31,Roy Phan,"506 Swan Street, Richmond",Melbourne,VIC,Corporate,Connor Betts,Not Specified,Binder Posts,Office Supplies,Wrap Bag,Regular Air,2016-11-01,3.5,5.74,2.24,39.0,275.52,10.0,13.78,261.74,5.01,266.75,511861.2200000024
6499-1,2016-10-31,Roy Phan,"506 Swan Street, Richmond",Melbourne,VIC,Corporate,Connor Betts,Not Specified,Steady Major Accent Highlighters,Technology,Medium Box,Express Air,2016-11-01,3.75,7.08,3.33,18.0,205.32,0.0,14.37,190.95,2.35,193.3,512054.5200000024
6279-1,2016-10-31,George Zrebassa,"Shop 1, 186-190 Church Street, Parramatta;46a Macleay Street, Potts Point",Sydney,NSW,Home Office,Mihael Khan,High,Apex Preferred Stainless Steel Scissors,Office Supplies,Small Box,Regular Air,2016-11-03,2.5,5.68,3.18,22.0,270.32,7.0,10.78,252.02,3.6,268.54,512323.0600000024
6469-1,2016-10-31,George Zrebassa,"3 Orwell St, Potts Point",Sydney,NSW,Consumer,Leighton Forrest,Low,Binder Posts,Office Supplies,Wrap Bag,Regular Air,2016-11-03,3.5,5.74,2.24,23.0,275.52,9.0,13.78,261.74,5.01,266.75,512589.8100000024
6469-1,2016-10-31,George Zrebassa,"81 MacLeay St, Potts Point",Sydney,NSW,Home Office,Samantha Chairs,Critical,Binder Posts,Office Supplies,Small Box,Regular Air,2016-11-03,3.5,5.74,2.24,43.0,275.52,3.0,13.78,261.74,5.01,266.75,512856.5600000024
6467-1,2016-10-31,Roy Phan,"506 Swan Street, Richmond",Melbourne,VIC,Small Business,Connor Betts,Medium,Artisan Hanging File Binders,Office Supplies,Wrap Bag,Regular Air,2016-11-01,3.65,5.98,2.33,22.0,137.54,9.0,1.38,136.16,1.49,137.65,512994.2100000024
6293-1,2016-11-02,Shahid Shariari,"3/219 Canley Vale Road, Canley Heights",Sydney,NSW,Corporate,Mihael Khan,High,TechSavi Access Keyboard,Office Supplies,Small Box,Regular Air,2016-11-04,10.07,15.98,5.91,2.0,114.86,8.0,10.19,107.39,4.0,111.59,513105.80000000243
6472-1,2016-11-02,Liz Carlisle,"797 Botany Rd, Rosebery",Sydney,NSW,Corporate,Phoebe Gour,High,Apex Straight Scissors,Office Supplies,Small Pack,Express Air,2016-11-03,5.19,12.98,7.79,11.0,193.12,3.0,0.0,193.12,3.14,196.72,513302.5200000024
6195-1,2016-11-02,Roland Murray,"Westfield 1 Anderson St, Chatswood",Sydney,NSW,Corporate,Nicholas Fernandes,Low,Alto Memo Cubes,Technology,Small Box,Regular Air,2016-11-06,3.32,5.18,1.86,8.0,185.06,1.0,10.81,185.21,2.04,186.0,513488.5200000024
6831-1,2016-11-02,Roland Murray,"438 Victoria Avenue, Chatswood",Sydney,NSW,Corporate,Natasha Song,Critical,Artisan Hi-Liter Smear-Safe Highlighters,Office Supplies,Small Pack,Regular Air,2016-11-06,2.98,5.84,2.86,35.0,115.4,2.0,10.81,104.09,0.83,101.22,513589.7400000024
